neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,days_before_latest_review,reviews_per_month,calculated_host_listings_count,availability_365
8,1.30737,103.90065,3,204,2,92,5.0,1.2725655957915476,9,152
12,1.32176,103.8632,3,256,12,2,412.0,0.10436001532424286,114,358
6,1.30067,103.84967,3,358,7,5,19.0,0.16551443847757333,203,256
10,1.28342,103.84594,3,125,5,9,119.0,0.26236426446749106,67,81
4,1.31487,103.88298,2,136,2,1,664.0,0.04879016416943204,1,150
10,1.28381,103.84429,3,131,5,20,36.0,0.47623417899637155,67,44
12,1.32007,103.86337,3,287,10,10,25.0,0.25464221837358075,203,364
12,1.31122,103.85924,3,222,1,2,527.0,0.08617769624105241,16,351
6,1.30972,103.8534,2,81,90,1,895.0,0.02955880224154443,1,363
12,1.31374,103.85345,3,225,5,9,114.0,0.23111172096338664,114,247
7,1.28084,103.78535,2,69,1,6,40.0,0.1823215567939546,32,356
15,1.29009,103.84011,3,110,60,3,757.0,0.08617769624105241,1,148
6,1.29925,103.85157,3,300,10,10,766.0,0.25464221837358075,67,264
13,1.32795,103.84222,2,69,90,0,1887.0,0.0,8,364
13,1.32906,103.84224,2,119,90,0,1887.0,0.0,8,364
5,1.29572,103.83472,2,101,1,1,793.0,0.03922071315328133,1,0
14,1.2755,103.84553,3,275,3,105,16.0,1.3762440252663892,2,85
7,1.30405,103.78295,2,67,180,7,766.0,0.1906203596086497,3,0
6,1.30295,103.85208,3,258,2,138,26.0,1.5830939370944985,3,0
13,1.32788,103.84788,3,350,7,4,236.0,0.11332868530700327,203,48
12,1.31646,103.86416,3,131,3,5,878.0,0.1310282624064042,67,365
12,1.32832,103.86543,3,200,5,13,45.0,0.3364722366212129,67,346
4,1.31327,103.8818,3,140,2,39,26.0,0.7654678421395714,2,343
13,1.32479,103.85232,3,244,5,5,187.0,0.13976194237515863,45,254
4,1.31218,103.88313,2,56,6,3,88.0,0.5247285289349821,4,18
1,1.31874,103.77499,2,44,2,1,701.0,0.03922071315328133,1,0
4,1.31146,103.89938,3,131,1,81,20.0,1.2325602611778486,2,50
12,1.31452,103.8538,2,110,1,5,25.0,0.6471032420585385,9,314
3,1.30314,103.84542,3,90,6,30,19.0,0.6575200029167942,84,2
8,1.30588,103.90372,3,194,2,8,2.0,0.2468600779315258,5,223
14,1.27498,103.84549,3,229,26,0,1887.0,0.0,3,86
12,1.31388,103.8551,2,56,90,6,785.0,0.1570037488096647,13,263
12,1.31493,103.85576,2,49,90,7,634.0,0.1906203596086497,13,270
12,1.30931,103.86334,2,50,18,1,239.0,0.11332868530700327,59,359
4,1.3115,103.89015,2,62,2,0,1887.0,0.0,6,0
16,1.30385,103.83477,2,76,1,37,29.0,0.7419373447293773,10,347
5,1.29577,103.83939,3,140,2,37,14.0,0.7275486072772779,27,323
4,1.31639,103.8816,2,35,18,3,566.0,0.08617769624105241,59,359
6,1.30095,103.84911,2,60,1,0,1887.0,0.0,1,0
11,1.31846,103.83196,2,150,7,0,1887.0,0.0,1,363
12,1.30797,103.86145,2,54,18,1,1032.0,0.02955880224154443,112,359
5,1.29731,103.84016,2,87,1,99,22.0,1.3402504226184837,48,343
5,1.2971,103.8383,2,87,2,8,20.0,0.2151113796169455,48,350
5,1.29684,103.84017,3,139,2,11,33.0,0.3148107398400336,28,321
12,1.30876,103.8627,2,54,18,1,497.0,0.058268908123975824,112,359
7,1.27725,103.78759,2,67,10,22,94.0,0.4946962418361071,2,23
12,1.32911,103.86447,2,56,1,8,186.0,0.4574248470388755,1,0
16,1.30481,103.83424,2,110,1,22,93.0,0.5007752879124892,10,326
7,1.30531,103.78379,1,81,2,2,381.0,0.058268908123975824,3,0
12,1.3086,103.86281,2,40,18,3,341.0,0.08617769624105241,112,359
7,1.30125,103.79619,2,81,180,2,906.0,0.058268908123975824,2,358
12,1.3124,103.85932,3,222,1,0,1887.0,0.0,16,351
8,1.29941,103.9009,2,44,4,3,225.0,0.08617769624105241,10,200
12,1.3085,103.8614,2,40,18,2,772.0,0.058268908123975824,59,359
12,1.31229,103.85872,3,194,1,4,517.0,0.17395330712343798,16,351
12,1.31137,103.85681,2,44,18,1,920.0,0.02955880224154443,59,342
5,1.2962,103.83715,2,87,2,37,29.0,0.7275486072772779,48,328
5,1.29754,103.83978,2,90,1,47,54.0,0.9516578757114463,48,347
16,1.29898,103.83789,2,93,2,76,19.0,1.169381359556317,27,335
5,1.29731,103.83798,2,87,2,35,53.0,0.712949807856125,27,346
5,1.29826,103.83843,3,139,2,74,16.0,1.144222799920162,28,286
12,1.3186,103.85834,2,25,180,0,1887.0,0.0,1,0
5,1.29889,103.83995,2,85,2,39,23.0,0.7747271675523681,27,334
5,1.29658,103.83798,2,87,1,25,27.0,0.5481214085096876,27,333
5,1.2976,103.837,3,169,2,126,19.0,1.5432981099295553,48,230
5,1.29592,103.83993,2,87,2,40,72.0,0.8109302162163288,28,346
5,1.29554,103.83903,2,87,2,47,20.0,0.8796267475025636,28,345
16,1.29843,103.83836,2,85,2,80,41.0,1.2029723039923526,28,336
13,1.3226,103.85418,3,131,15,4,3.0,0.1823215567939546,141,365
13,1.32075,103.85369,3,200,20,4,38.0,0.1310282624064042,141,261
12,1.31131,103.85713,3,194,1,6,451.0,0.1823215567939546,16,351
11,1.31192,103.80398,2,81,90,0,1887.0,0.0,1,0
12,1.31125,103.85958,3,194,1,1,713.0,0.03922071315328133,16,351
4,1.31239,103.88401,2,56,6,6,268.0,0.1570037488096647,4,3
2,1.27616,103.83965,2,44,90,0,1887.0,0.0,2,358
1,1.3315,103.80797,3,150,4,31,26.0,0.6780335427498971,18,90
4,1.31246,103.88004,3,189,1,151,55.0,1.7101878155342434,5,148
4,1.30876,103.88026,3,106,3,4,894.0,0.11332868530700327,2,0
13,1.31775,103.8443,3,319,3,1,198.0,0.13976194237515863,11,365
4,1.31476,103.88913,2,53,1,15,328.0,0.371563556432483,6,0
13,1.32829,103.84706,3,110,185,0,1887.0,0.0,1,0
10,1.28351,103.84418,3,115,4,41,21.0,0.8020015854720274,84,47
12,1.3113,103.86166,3,201,1,2,780.0,0.06765864847381486,16,351
14,1.28035,103.8491,3,146,1,26,35.0,0.8671004876833833,5,333
12,1.30379,103.86212,3,150,1,37,786.0,0.7419373447293773,1,0
2,1.27598,103.83826,3,175,2,81,102.0,1.2178757094949273,1,0
12,1.31187,103.85814,3,208,1,0,1887.0,0.0,16,351
16,1.30389,103.83494,2,82,1,44,101.0,0.8329091229351039,10,334
12,1.31805,103.86152,3,85,28,4,14.0,0.12221763272424911,11,336
3,1.30473,103.83446,2,90,1,19,32.0,0.44468582126144574,10,324
9,1.33479,103.84262,1,50,240,0,1887.0,0.0,1,364
13,1.32459,103.84289,2,65,4,2,380.0,0.06765864847381486,1,79
10,1.28378,103.84476,3,85,7,58,4.0,1.0116009116784799,40,362
10,1.28148,103.84682,3,94,5,67,3.0,1.1184149159642893,40,364
7,1.29222,103.80779,3,256,3,0,1887.0,0.0,11,355
2,1.28675,103.82683,3,250,180,0,1887.0,0.0,1,358
9,1.33685,103.86807,2,100,1,2,878.0,0.06765864847381486,1,0
6,1.30432,103.85016,3,119,3,43,36.0,0.9820784724121582,10,297
12,1.31506,103.85503,2,62,90,15,328.0,0.3852624007906449,13,361
4,1.31778,103.89263,2,69,1,1,1018.0,0.02955880224154443,1,0
2,1.26675,103.81219,3,390,3,105,18.0,1.430311246536665,2,326
13,1.32861,103.84341,3,219,10,4,151.0,0.11332868530700327,114,365
1,1.30899,103.80161,2,50,60,14,375.0,0.35065687161316933,1,249
10,1.28118,103.84532,1,50,1,60,6.0,1.0508216248317612,4,353
12,1.32346,103.8657,3,87,5,6,394.0,0.16551443847757333,1,0
14,1.27992,103.84483,1,69,1,25,144.0,0.5933268452777344,4,331
10,1.28154,103.84565,2,90,1,5,77.0,0.14842000511827322,4,307
9,1.33235,103.86791,2,67,4,19,14.0,0.46373401623214006,2,56
7,1.30488,103.784,3,319,3,2,40.0,0.058268908123975824,11,352
3,1.31093,103.83939,2,58,2,25,22.0,0.5653138090500605,6,349
2,1.26768,103.81521,3,250,3,2,603.0,0.058268908123975824,1,223
3,1.31152,103.83826,2,58,2,9,7.0,0.37843643572024505,6,352
13,1.31219,103.84376,2,61,2,10,25.0,0.29266961396282004,6,365
7,1.28159,103.78641,3,125,20,5,278.0,0.14842000511827322,10,124
4,1.31728,103.88995,2,56,2,5,484.0,0.1570037488096647,6,0
3,1.30518,103.84066,2,100,3,12,31.0,0.3148107398400336,18,363
7,1.2792,103.78634,3,237,3,35,23.0,0.8544153281560676,1,244
16,1.3034,103.83371,2,110,1,21,38.0,0.4946962418361071,10,322
12,1.3202,103.86359,2,60,3,0,1887.0,0.0,1,0
12,1.30895,103.85883,2,275,1,9,399.0,0.2700271372130602,18,251
12,1.315,103.85823,3,90,5,8,40.0,0.2151113796169455,3,166
4,1.31648,103.88565,2,65,7,8,55.0,0.23901690047049992,10,73
4,1.31708,103.88466,2,90,7,1,877.0,0.02955880224154443,10,58
4,1.31472,103.88835,3,65,4,6,892.0,0.16551443847757333,1,0
12,1.31938,103.86324,3,200,10,12,480.0,0.3220834991691132,203,0
12,1.3112,103.86107,3,208,1,23,9.0,0.5766133643039938,16,351
13,1.32689,103.82142,2,119,1,2,994.0,0.058268908123975824,1,0
12,1.32238,103.863,3,299,7,3,395.0,0.11332868530700327,45,262
12,1.30013,103.86367,3,147,3,4,781.0,0.11332868530700327,1,0
12,1.32912,103.8645,3,200,3,1,362.0,0.0769610411361284,141,264
4,1.31372,103.88747,3,118,1,144,5.0,1.6752256529721035,1,90
3,1.306,103.84014,2,75,2,70,4.0,1.1314021114911006,1,76
8,1.3057,103.89816,3,90,4,19,451.0,0.5128236264286637,274,0
2,1.26649,103.81585,2,99,3,9,537.0,0.25464221837358075,1,0
5,1.29482,103.84014,3,115,7,18,58.0,0.4574248470388755,84,46
12,1.31192,103.86088,1,44,1,10,209.0,0.29266961396282004,17,364
13,1.31544,103.8408,3,150,3,4,869.0,0.11332868530700327,1,0
9,1.32881,103.87096,2,50,2,4,798.0,0.11332868530700327,2,0
11,1.31737,103.82765,3,126,5,5,877.0,0.13976194237515863,1,0
10,1.28453,103.84182,2,42,90,1,987.0,0.02955880224154443,83,365
12,1.31024,103.85991,2,210,1,16,389.0,0.3987761199573678,17,361
13,1.328,103.84253,2,69,90,1,902.0,0.02955880224154443,5,364
12,1.30904,103.86205,2,49,18,1,429.0,0.06765864847381486,112,359
14,1.27699,103.84571,3,181,3,0,1887.0,0.0,1,0
13,1.31452,103.83907,2,50,10,0,1887.0,0.0,1,89
4,1.30949,103.89388,2,68,30,41,52.0,0.8064758658669485,7,177
8,1.3082,103.89402,2,69,30,165,56.0,1.7884205679625405,7,180
8,1.3084,103.89329,2,65,30,101,56.0,1.415853163361435,7,180
8,1.30936,103.89383,2,75,30,111,50.0,1.4861396960896067,7,180
8,1.308,103.89239,2,65,30,88,55.0,1.3001916620664788,7,152
8,1.3085,103.89363,2,68,30,127,30.0,1.589235205116581,7,179
8,1.30894,103.894,2,75,30,95,70.0,1.3787660946990992,7,155
4,1.3131,103.88963,3,81,5,2,934.0,0.058268908123975824,1,0
4,1.31347,103.88763,3,94,6,16,25.0,0.41871033485818504,84,72
12,1.31419,103.86014,2,235,1,13,7.0,0.44468582126144574,11,360
4,1.31163,103.89016,2,57,1,0,1887.0,0.0,1,0
12,1.31423,103.85512,3,129,25,6,270.0,0.2151113796169455,10,71
4,1.31234,103.8865,3,106,4,1,982.0,0.02955880224154443,2,0
4,1.31411,103.88464,3,115,29,76,21.0,1.208960345836975,12,25
10,1.28163,103.84723,2,99,3,1,972.0,0.02955880224154443,1,0
4,1.31231,103.88357,3,150,29,65,189.0,1.0986122886681098,12,87
4,1.31399,103.88331,3,140,29,67,238.0,1.1184149159642893,12,88
4,1.31362,103.88454,2,140,29,57,238.0,1.0116009116784799,12,88
12,1.31811,103.85256,2,44,1,11,613.0,0.3148107398400336,1,0
10,1.28452,103.84156,2,87,2,54,14.0,0.9820784724121582,7,325
13,1.3171,103.84371,3,124,2,1,956.0,0.02955880224154443,1,0
5,1.29463,103.83995,3,135,2,22,16.0,0.5247285289349821,27,313
8,1.30133,103.88865,2,60,1,7,482.0,0.1906203596086497,1,0
8,1.30778,103.90049,3,185,2,46,6.0,0.9439058989071285,9,134
7,1.27931,103.78746,2,46,180,0,1887.0,0.0,1,21
1,1.33861,103.78077,3,31,90,14,491.0,0.3576744442718159,1,0
4,1.31604,103.88861,3,199,3,9,36.0,0.2700271372130602,17,51
4,1.31499,103.88751,3,199,3,1,240.0,0.11332868530700327,17,30
13,1.32914,103.84838,3,131,10,9,201.0,0.2700271372130602,141,333
16,1.29998,103.8397,3,131,2,130,16.0,1.6054298910365616,27,266
5,1.29524,103.83665,2,74,1,3,395.0,0.09531017980432493,2,5
1,1.33793,103.77,2,74,1,50,22.0,0.9321640810304452,2,358
12,1.31838,103.85172,2,65,5,4,112.0,0.1823215567939546,7,170
5,1.29834,103.83997,3,175,2,67,16.0,1.1249295969854831,27,314
9,1.34245,103.84202,2,60,1,17,892.0,0.41871033485818504,1,0
9,1.32967,103.86815,2,56,3,2,848.0,0.06765864847381486,1,0
10,1.28146,103.84875,3,190,3,85,44.0,1.2809338454620642,8,62
12,1.32872,103.86627,3,208,7,2,263.0,0.17395330712343798,114,264
4,1.31546,103.88615,3,94,4,20,65.0,0.5007752879124892,67,57
4,1.31552,103.88795,3,110,5,11,69.0,0.30010459245033816,67,90
4,1.31356,103.88717,3,94,1,29,57.0,0.8020015854720274,67,78
4,1.31377,103.88733,3,90,1,25,91.0,0.5766133643039938,67,116
4,1.31332,103.88741,3,90,1,14,30.0,0.3576744442718159,67,54
16,1.30375,103.83339,2,150,1,13,66.0,0.3364722366212129,10,334
16,1.30347,103.83505,2,90,1,19,83.0,0.4824261492442928,10,322
8,1.30743,103.90046,3,164,2,59,15.0,1.0681530811834012,9,149
10,1.28185,103.84538,2,131,2,5,892.0,0.13976194237515863,1,0
12,1.3124,103.8607,2,135,1,15,2.0,0.3987761199573678,20,359
12,1.31072,103.85939,2,56,1,58,6.0,1.0331844833456545,20,354
12,1.31267,103.85935,2,62,1,38,10.0,0.7793248768009975,20,359
13,1.32609,103.84719,3,210,10,4,65.0,0.12221763272424911,203,365
12,1.31286,103.86852,2,131,2,42,8.0,0.9439058989071285,1,171
13,1.32506,103.85269,3,218,3,0,1887.0,0.0,203,195
14,1.28044,103.84864,3,219,3,84,6.0,1.2864740258376797,2,0
7,1.2802,103.78574,2,68,30,5,42.0,0.14842000511827322,32,318
10,1.28359,103.84367,3,100,7,0,1887.0,0.0,1,0
10,1.27965,103.8404,3,240,3,52,133.0,0.9555114450274363,8,138
17,1.29901,103.84906,2,75,4,7,180.0,0.19885085874516517,18,363
8,1.30558,103.91274,2,56,1,36,17.0,0.7466879474879753,4,345
2,1.27505,103.83597,2,87,2,0,1887.0,0.0,1,88
7,1.29304,103.80709,2,69,1,0,1887.0,0.0,1,179
5,1.2971,103.83958,2,60,10,1,239.0,0.11332868530700327,1,318
12,1.31565,103.85338,2,149,1,46,121.0,0.9321640810304452,13,158
10,1.2847,103.84302,1,28,1,16,284.0,0.4054651081081644,8,180
10,1.28353,103.84432,1,31,1,10,25.0,0.27763173659827955,8,180
8,1.30794,103.90147,3,199,2,82,6.0,1.2612978709452054,9,150
8,1.30749,103.89998,3,224,2,73,9.0,1.1786549963416462,9,135
12,1.30965,103.86129,2,36,18,1,300.0,0.09531017980432493,83,359
4,1.31534,103.88764,3,94,4,24,27.0,0.5766133643039938,67,64
16,1.29999,103.83991,3,128,2,78,25.0,1.2556160374777743,27,301
12,1.31564,103.85456,2,60,2,62,19.0,1.085189268335969,13,146
5,1.29661,103.83932,3,106,2,117,23.0,1.534714366238164,27,310
13,1.32292,103.85237,3,244,10,2,16.0,0.22314355131420976,114,365
5,1.29678,103.83982,3,169,2,95,15.0,1.3711807233098425,18,293
3,1.30485,103.8344,2,76,1,10,58.0,0.27763173659827955,10,347
16,1.30404,103.83491,2,108,1,7,23.0,0.19885085874516517,10,322
3,1.30508,103.83477,2,156,1,1,519.0,0.058268908123975824,10,334
16,1.30529,103.83342,2,90,1,6,30.0,0.17395330712343798,10,324
13,1.32502,103.85291,3,260,75,1,436.0,0.06765864847381486,114,0
16,1.29943,103.83793,2,87,2,96,14.0,1.4036429994545037,28,289
2,1.28191,103.83326,3,153,2,1,245.0,0.11332868530700327,26,314
16,1.30481,103.83341,2,106,1,6,639.0,0.17395330712343798,10,320
12,1.31384,103.85765,2,60,2,1,946.0,0.02955880224154443,1,0
12,1.31529,103.85442,3,137,3,46,273.0,0.9969486348916096,1,241
4,1.31405,103.88738,3,87,4,26,19.0,0.5933268452777344,67,70
2,1.2823,103.83198,3,136,1,0,1887.0,0.0,26,0
4,1.31602,103.88636,2,72,2,137,17.0,1.6601310267496185,26,187
4,1.31626,103.88734,2,87,2,117,3.0,1.5665304114228238,26,126
8,1.30958,103.90295,3,144,2,92,19.0,1.430311246536665,13,145
7,1.28076,103.79176,3,231,90,91,112.0,1.3428648031925547,3,179
5,1.29612,103.83771,3,131,90,13,847.0,0.35065687161316933,1,321
5,1.29677,103.83447,2,200,1,0,1887.0,0.0,1,0
8,1.30101,103.89784,3,269,1,1,949.0,0.02955880224154443,1,0
4,1.31434,103.88615,2,72,2,124,21.0,1.601405740736836,26,218
12,1.31232,103.85837,3,201,1,1,343.0,0.08617769624105241,16,351
8,1.30138,103.89884,2,81,2,4,895.0,0.12221763272424911,1,0
14,1.2735,103.84527,3,144,30,34,34.0,0.8329091229351039,274,359
5,1.29601,103.83794,2,87,1,7,15.0,0.20701416938432612,28,345
13,1.31559,103.84062,2,81,1,1,951.0,0.02955880224154443,2,0
4,1.31497,103.88769,2,72,2,99,15.0,1.4327007339340463,26,208
2,1.28399,103.8348,2,78,2,2,40.0,0.6931471805599453,26,325
4,1.31241,103.88184,3,158,2,121,10.0,1.57069708411767,16,148
2,1.2852,103.82406,2,69,3,9,135.0,0.25464221837358075,2,274
2,1.28394,103.83149,3,131,2,3,52.0,0.3852624007906449,26,349
13,1.32295,103.84861,3,110,2,21,464.0,0.5653138090500605,1,0
5,1.29761,103.83672,3,149,6,7,180.0,0.19885085874516517,19,141
5,1.29752,103.83843,3,112,6,18,163.0,0.4574248470388755,19,300
5,1.29896,103.8371,3,119,6,16,277.0,0.41871033485818504,19,300
5,1.29549,103.83805,3,137,1,18,38.0,0.4885800148186709,48,300
16,1.29892,103.83927,3,137,2,108,16.0,1.506297153514587,48,287
16,1.29876,103.83802,3,139,6,7,210.0,0.20701416938432612,19,300
6,1.30104,103.85386,2,99,3,4,751.0,0.12221763272424911,1,0
4,1.31331,103.88717,1,31,1,3,793.0,0.09531017980432493,1,0
12,1.32213,103.86521,3,218,10,8,415.0,0.22314355131420976,203,168
6,1.30391,103.84679,3,85,5,20,15.0,0.5538851132264376,67,50
11,1.31641,103.82755,2,60,2,0,1887.0,0.0,1,0
12,1.30863,103.86146,2,44,18,2,615.0,0.06765864847381486,112,362
14,1.28043,103.85334,2,90,4,2,929.0,0.058268908123975824,1,0
15,1.28725,103.84788,1,19,1,21,74.0,0.506817602368452,43,358
15,1.28824,103.84652,1,24,1,15,58.0,0.3920420877760237,43,355
15,1.28847,103.84662,1,29,1,6,563.0,0.1823215567939546,43,348
15,1.2881,103.84625,1,29,1,26,224.0,0.5988365010887039,43,353
2,1.28455,103.8235,2,69,180,31,10.0,0.688134638736401,2,336
15,1.2885,103.8478,1,24,1,0,1887.0,0.0,43,362
15,1.28699,103.84674,1,24,1,5,118.0,0.16551443847757333,43,363
15,1.28655,103.84833,1,29,1,2,244.0,0.058268908123975824,43,0
15,1.28769,103.84678,1,19,1,20,55.0,0.5128236264286637,43,341
15,1.28673,103.84794,1,19,1,2,752.0,0.0769610411361284,43,358
15,1.28829,103.84799,1,21,1,8,570.0,0.23901690047049992,43,0
15,1.28787,103.84683,1,29,1,2,815.0,0.06765864847381486,43,348
15,1.28702,103.84796,1,29,1,8,172.0,0.23901690047049992,43,348
15,1.28716,103.84686,1,29,1,1,722.0,0.03922071315328133,43,349
15,1.2871,103.84752,1,29,1,12,437.0,0.3364722366212129,43,335
7,1.3105,103.79433,3,219,90,14,197.0,0.371563556432483,1,360
16,1.29874,103.83863,3,119,7,20,120.0,0.5187937934151676,19,284
5,1.29774,103.83639,3,119,6,12,359.0,0.3364722366212129,19,257
5,1.29587,103.84041,3,119,5,33,14.0,0.7323678937132266,84,75
6,1.30007,103.85154,1,32,2,11,104.0,0.30010459245033816,14,359
15,1.287,103.84691,1,39,1,4,118.0,0.12221763272424911,43,22
12,1.31779,103.85169,2,65,5,15,24.0,0.3987761199573678,7,170
12,1.3054,103.86092,2,100,1,181,3.0,1.9080599249242156,9,130
14,1.28612,103.84814,2,281,7,0,1887.0,0.0,1,358
16,1.30795,103.82865,2,210,1,5,420.0,0.1570037488096647,1,155
2,1.27583,103.83579,2,64,2,2,745.0,0.0769610411361284,2,0
13,1.32547,103.85029,2,53,90,5,126.0,0.1823215567939546,1,90
6,1.29739,103.85231,1,29,2,11,98.0,0.3576744442718159,14,351
12,1.31226,103.85911,2,56,1,47,27.0,0.9202827531436925,20,352
10,1.28286,103.84467,1,31,1,34,16.0,0.7419373447293773,8,357
2,1.28794,103.82216,1,25,1,0,1887.0,0.0,1,0
16,1.30388,103.83358,2,158,1,23,30.0,0.5596157879354227,10,315
16,1.30391,103.8334,2,108,1,4,303.0,0.1310282624064042,10,338
5,1.2971,103.83608,2,128,100,0,1887.0,0.0,1,180
14,1.28117,103.85316,3,131,180,0,1887.0,0.0,2,26
1,1.33835,103.78372,2,135,2,19,16.0,0.5007752879124892,2,306
4,1.31177,103.87982,2,124,1,5,26.0,0.3148107398400336,9,354
6,1.30202,103.84872,2,119,3,35,124.0,0.7654678421395714,2,79
10,1.28296,103.84482,2,200,1,2,659.0,0.0769610411361284,1,365
16,1.30692,103.83509,2,165,1,0,1887.0,0.0,4,0
5,1.2964,103.8371,3,136,2,38,18.0,0.8241754429663495,18,322
12,1.31194,103.85949,3,208,1,0,1887.0,0.0,16,351
1,1.33875,103.78188,2,135,2,47,20.0,1.0260415958332743,2,75
4,1.31403,103.88139,2,40,18,1,841.0,0.03922071315328133,59,353
14,1.29521,103.85369,2,118,2,106,21.0,1.4883995840570443,14,196
13,1.31974,103.85205,3,237,10,2,441.0,0.10436001532424286,203,365
4,1.31262,103.88031,2,44,2,114,5.0,1.55814461804655,14,77
15,1.2871,103.84686,1,49,1,0,1887.0,0.0,43,22
10,1.28301,103.84153,3,110,7,6,2.0,0.2151113796169455,40,217
14,1.29734,103.85521,2,93,2,49,32.0,0.9516578757114463,14,240
16,1.30352,103.83436,2,100,1,10,142.0,0.30748469974796055,10,320
9,1.34166,103.83903,3,169,90,0,1887.0,0.0,1,364
3,1.30449,103.83844,2,100,3,11,13.0,0.30748469974796055,18,364
14,1.2966,103.8553,2,106,2,77,16.0,1.264126727145683,14,229
11,1.29488,103.82774,3,200,4,7,160.0,0.2468600779315258,2,119
5,1.29632,103.8374,2,83,1,8,799.0,0.23901690047049992,1,0
5,1.29645,103.83307,2,50,1,0,1887.0,0.0,1,0
2,1.27846,103.83768,3,94,2,3,392.0,0.11332868530700327,4,50
2,1.27709,103.83729,3,94,2,60,40.0,1.095273387402595,4,55
2,1.27824,103.83775,3,94,2,7,407.0,0.2151113796169455,4,77
12,1.31413,103.85743,3,43,25,0,1887.0,0.0,1,155
12,1.31206,103.85989,1,46,1,16,219.0,0.4574248470388755,2,365
4,1.3148,103.88818,3,139,2,110,14.0,1.5325568680981427,16,33
12,1.2999,103.88326,3,351,90,4,8.0,0.23111172096338664,4,364
9,1.33681,103.84944,2,28,7,2,721.0,0.0769610411361284,1,0
10,1.27661,103.84281,2,31,180,0,1887.0,0.0,1,364
2,1.26814,103.81203,2,90,1,0,1887.0,0.0,2,0
12,1.31382,103.85429,2,125,2,56,27.0,1.0612565021243408,13,158
6,1.31321,103.85398,3,200,5,4,80.0,0.1310282624064042,141,155
13,1.32809,103.84825,3,200,4,2,227.0,0.16551443847757333,141,257
5,1.2953,103.83853,3,160,2,85,40.0,1.3635373739972745,27,290
4,1.32053,103.88416,2,60,1,19,13.0,0.5128236264286637,2,337
12,1.30832,103.86118,2,42,18,1,909.0,0.02955880224154443,59,344
6,1.30173,103.84619,2,119,1,7,235.0,0.30010459245033816,2,365
12,1.30892,103.86227,2,39,18,1,822.0,0.03922071315328133,59,359
2,1.27798,103.83855,3,94,2,123,18.0,1.6389967146756448,10,50
2,1.2768,103.8369,3,94,2,88,15.0,1.4327007339340463,10,53
2,1.27646,103.83895,3,94,2,90,24.0,1.4011829736136414,10,80
12,1.31382,103.8538,2,110,1,15,72.0,0.412109650826833,9,308
5,1.29765,103.83933,3,168,1,52,56.0,1.0473189942805592,28,319
10,1.28294,103.8436,2,99,90,1,849.0,0.03922071315328133,59,326
12,1.29619,103.87109,3,133,3,0,1887.0,0.0,1,0
12,1.3128,103.85308,2,69,2,11,85.0,0.3148107398400336,13,148
4,1.31414,103.89372,3,179,2,0,1887.0,0.0,1,0
8,1.30687,103.89637,3,350,3,0,1887.0,0.0,4,87
4,1.3089,103.88568,2,50,2,26,313.0,0.6365768290715511,1,0
12,1.30808,103.86265,2,37,18,0,1887.0,0.0,59,353
5,1.29832,103.84021,3,139,2,42,37.0,0.9202827531436925,48,318
1,1.31783,103.8047,3,175,4,4,842.0,0.12221763272424911,1,0
12,1.30979,103.86245,2,37,18,4,437.0,0.1310282624064042,59,360
5,1.29744,103.83972,3,139,2,43,30.0,0.9001613499442714,18,304
10,1.28185,103.84097,3,135,5,4,235.0,0.2700271372130602,40,352
10,1.28386,103.84229,1,50,1,71,36.0,1.2149127443642704,1,365
8,1.30339,103.89628,2,69,90,1,615.0,0.04879016416943204,1,90
14,1.29841,103.85677,3,110,2,3,862.0,0.09531017980432493,1,0
12,1.31092,103.86036,1,24,1,40,212.0,0.85015092936961,2,365
4,1.3165,103.88944,2,56,1,2,569.0,0.09531017980432493,6,0
12,1.31404,103.85322,3,200,5,3,172.0,0.1823215567939546,141,247
2,1.28159,103.80318,2,100,1,1,702.0,0.03922071315328133,2,0
5,1.29664,103.83987,3,165,2,35,16.0,0.8020015854720274,48,336
14,1.27357,103.84359,2,125,2,3,4.0,0.10436001532424286,1,59
3,1.30545,103.83863,2,56,2,9,342.0,0.26236426446749106,3,89
8,1.30729,103.89897,3,189,2,13,21.0,0.5364933705145685,23,36
8,1.30654,103.90009,3,185,3,14,29.0,0.5596157879354227,17,36
8,1.306,103.90003,3,112,2,9,218.0,0.2700271372130602,17,35
4,1.31247,103.88584,2,44,3,19,387.0,0.4946962418361071,1,0
12,1.30918,103.86289,2,37,18,0,1887.0,0.0,59,359
12,1.31254,103.85318,2,57,2,89,16.0,1.3912819026309295,13,142
12,1.3238,103.86528,2,40,1,2,863.0,0.06765864847381486,1,239
8,1.30572,103.8985,3,112,2,25,14.0,0.6626879730752367,23,35
16,1.30315,103.8364,3,303,1,2,61.0,0.08617769624105241,17,179
16,1.30548,103.83283,3,253,1,0,1887.0,0.0,1,0
16,1.30342,103.83642,3,303,1,5,151.0,0.29266961396282004,17,179
3,1.30311,103.83796,3,303,1,13,39.0,0.4252677354043441,17,171
16,1.30453,103.83682,3,303,1,32,27.0,0.8329091229351039,17,153
16,1.30458,103.83686,3,303,1,9,42.0,0.2700271372130602,17,179
7,1.29218,103.76796,1,19,5,9,161.0,0.30010459245033816,9,80
16,1.3038,103.8367,3,374,1,22,39.0,0.6259384308664954,17,157
16,1.30375,103.83672,3,374,1,9,42.0,0.30010459245033816,17,179
