neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,days_before_latest_review,reviews_per_month,calculated_host_listings_count,availability_365
6,1.30925,103.85271,3,181,3,5,4.0,1.144222799920162,8,259
6,1.29965,103.85091,3,168,4,0,1887.0,0.0,113,365
4,1.314,103.8981,3,100,2,0,1887.0,0.0,24,41
4,1.31576,103.89674,3,100,2,0,1887.0,0.0,24,40
4,1.31571,103.89862,3,100,2,0,1887.0,0.0,24,65
4,1.31418,103.89859,3,200,2,0,1887.0,0.0,24,43
4,1.31473,103.89683,3,200,2,0,1887.0,0.0,24,52
4,1.3142,103.89904,3,200,2,0,1887.0,0.0,24,49
4,1.31594,103.89709,3,200,2,0,1887.0,0.0,24,55
4,1.31579,103.89698,3,181,2,0,1887.0,0.0,24,48
4,1.3143,103.89829,3,181,2,0,1887.0,0.0,24,45
4,1.31561,103.89762,3,181,2,0,1887.0,0.0,24,52
4,1.3144,103.89677,3,181,2,0,1887.0,0.0,24,45
4,1.31009,103.87786,3,200,2,0,1887.0,0.0,24,336
4,1.31258,103.8854,3,200,2,1,38.0,0.5596157879354227,24,337
4,1.31044,103.87766,3,200,2,0,1887.0,0.0,24,317
4,1.31012,103.87751,3,200,2,0,1887.0,0.0,24,317
4,1.30996,103.87744,3,200,2,0,1887.0,0.0,24,290
4,1.31026,103.87629,3,200,2,0,1887.0,0.0,24,319
4,1.31101,103.87777,3,287,2,0,1887.0,0.0,24,347
4,1.31005,103.87687,3,287,2,0,1887.0,0.0,24,322
4,1.31139,103.87741,3,287,2,0,1887.0,0.0,24,317
4,1.31153,103.87761,3,287,2,0,1887.0,0.0,24,299
4,1.31146,103.87633,3,287,2,1,39.0,0.5481214085096876,24,305
4,1.31006,103.87605,3,287,2,0,1887.0,0.0,24,333
3,1.30592,103.84713,3,162,15,0,1887.0,0.0,157,365
4,1.3105,103.87808,3,300,3,0,1887.0,0.0,113,180
4,1.30987,103.87634,3,250,3,1,23.0,0.6931471805599453,113,359
12,1.31551,103.85752,2,49,2,1,101.0,0.25464221837358075,1,0
13,1.32392,103.8524,3,189,1,3,24.0,0.7747271675523681,1,111
2,1.27751,103.83076,2,50,2,1,46.0,0.4885800148186709,1,179
2,1.29026,103.82704,3,319,1,2,65.0,0.5596157879354227,4,346
10,1.28365,103.84336,2,49,90,1,80.0,0.3148107398400336,112,354
12,1.32318,103.86506,2,49,5,2,27.0,0.506817602368452,1,14
6,1.30734,103.85279,1,24,1,10,2.0,1.3787660946990992,10,332
6,1.30737,103.85197,1,25,1,4,18.0,0.8796267475025636,10,335
16,1.30034,103.84194,3,135,3,2,8.0,1.0986122886681098,1,75
13,1.32438,103.85423,2,53,3,1,14.0,0.6931471805599453,2,75
12,1.31681,103.85902,2,49,2,0,1887.0,0.0,1,0
12,1.31037,103.86016,2,49,18,0,1887.0,0.0,83,359
12,1.31527,103.85752,2,22,2,1,72.0,0.34358970439007686,1,0
10,1.28343,103.84225,2,49,90,0,1887.0,0.0,48,335
13,1.32391,103.85403,3,200,9,1,98.0,0.26236426446749106,141,260
12,1.32031,103.86509,3,287,20,0,1887.0,0.0,67,365
12,1.32056,103.86547,3,287,20,0,1887.0,0.0,67,365
12,1.3223,103.86423,3,287,20,0,1887.0,0.0,67,365
12,1.32071,103.86484,3,300,20,0,1887.0,0.0,67,365
13,1.32701,103.84266,3,287,20,0,1887.0,0.0,67,365
13,1.32867,103.84405,3,287,20,0,1887.0,0.0,67,365
13,1.32572,103.8501,3,285,20,0,1887.0,0.0,67,352
6,1.29958,103.85106,3,287,20,0,1887.0,0.0,67,362
6,1.29933,103.85037,3,281,20,0,1887.0,0.0,67,365
6,1.30117,103.85032,3,287,21,0,1887.0,0.0,67,362
12,1.32849,103.86548,3,290,20,0,1887.0,0.0,67,365
4,1.31204,103.8851,3,274,3,1,38.0,0.5596157879354227,141,261
6,1.3011,103.84981,3,200,20,1,73.0,0.3364722366212129,67,344
4,1.31105,103.88538,3,268,3,1,34.0,0.6043159668533296,141,311
12,1.32776,103.86561,3,237,7,1,35.0,0.5933268452777344,141,263
15,1.28902,103.84648,3,319,2,3,53.0,0.8109302162163288,3,28
12,1.31692,103.85803,2,42,2,2,92.0,0.46373401623214006,1,0
10,1.2838,103.84349,2,49,90,0,1887.0,0.0,83,354
12,1.31359,103.85334,3,140,20,0,1887.0,0.0,67,365
2,1.27434,103.83583,2,78,2,0,1887.0,0.0,9,355
6,1.30599,103.85117,1,49,1,4,33.0,0.887891257352457,10,346
6,1.30119,103.84701,3,287,3,0,1887.0,0.0,67,76
12,1.31331,103.85347,3,137,3,0,1887.0,0.0,67,340
12,1.31441,103.85304,3,137,3,0,1887.0,0.0,67,325
10,1.285,103.84143,2,49,90,0,1887.0,0.0,48,354
6,1.31023,103.85367,2,25,2,4,29.0,0.9400072584914712,1,0
4,1.31777,103.88052,2,78,4,0,1887.0,0.0,3,333
6,1.30141,103.84876,3,299,5,1,42.0,0.5187937934151676,113,358
11,1.31591,103.8264,3,181,7,2,10.0,0.6523251860396901,19,300
11,1.29438,103.82956,3,222,1,4,2.0,1.0152306797290584,1,138
13,1.32641,103.84998,3,181,4,2,70.0,0.5481214085096876,114,334
13,1.32547,103.85055,3,158,14,3,48.0,0.7419373447293773,203,365
4,1.31421,103.88193,2,58,18,0,1887.0,0.0,112,353
4,1.31215,103.88603,3,300,3,0,1887.0,0.0,203,315
13,1.31731,103.84729,3,189,3,5,29.0,1.144222799920162,274,360
13,1.3181,103.84673,3,189,3,0,1887.0,0.0,274,362
13,1.31979,103.84685,3,219,3,1,52.0,0.44468582126144574,274,350
6,1.30948,103.85549,2,25,2,1,38.0,0.5596157879354227,1,26
10,1.27654,103.84104,2,169,1,1,84.0,0.30010459245033816,1,1
1,1.33503,103.79667,2,185,1,0,1887.0,0.0,4,73
12,1.31093,103.86015,2,69,18,0,1887.0,0.0,48,332
5,1.29344,103.83648,2,69,6,8,7.0,1.208960345836975,11,194
13,1.32855,103.85038,3,215,90,0,1887.0,0.0,2,227
4,1.31655,103.9049,3,75,2,3,73.0,0.7030975114131134,1,78
9,1.32949,103.86511,3,187,20,0,1887.0,0.0,157,365
2,1.28969,103.8277,3,319,1,2,8.0,0.5423242908253617,4,339
18,1.35891,103.83134,2,44,1,8,36.0,1.4350845252893227,1,229
1,1.34477,103.76951,3,199,2,3,26.0,0.7884573603642703,4,346
4,1.31185,103.88513,3,200,28,0,1887.0,0.0,67,365
12,1.30363,103.86148,3,219,2,3,32.0,0.9477893989335261,4,307
14,1.27885,103.85292,3,268,2,2,25.0,0.6678293725756554,12,12
12,1.30383,103.86288,3,219,2,0,1887.0,0.0,4,359
13,1.32076,103.85298,3,219,2,2,67.0,0.5877866649021191,4,335
13,1.31801,103.8476,3,158,3,1,38.0,0.5596157879354227,274,358
12,1.31636,103.8555,3,94,7,2,25.0,0.9631743177730056,12,302
6,1.30333,103.84668,3,308,18,1,14.0,0.6931471805599453,8,260
13,1.31521,103.84267,3,239,1,7,21.0,1.1878434223960523,22,131
4,1.31521,103.88079,2,39,18,0,1887.0,0.0,112,359
4,1.31433,103.88068,2,39,18,1,46.0,0.4885800148186709,83,359
2,1.26624,103.81097,3,387,3,1,60.0,0.3920420877760237,4,49
13,1.32227,103.85245,3,131,20,0,1887.0,0.0,157,365
17,1.29476,103.84323,3,208,7,0,1887.0,0.0,113,365
6,1.30063,103.84982,3,287,20,0,1887.0,0.0,67,365
16,1.30073,103.84307,3,350,6,0,1887.0,0.0,22,339
13,1.32737,103.85024,3,178,3,2,21.0,1.0986122886681098,157,334
10,1.28305,103.84458,2,90,1,8,15.0,1.332366019094335,5,306
13,1.32202,103.85146,3,137,15,0,1887.0,0.0,157,365
12,1.31434,103.85588,3,137,40,0,1887.0,0.0,157,365
13,1.3264,103.84881,3,137,19,0,1887.0,0.0,157,365
13,1.32659,103.84914,3,137,15,1,43.0,0.5128236264286637,157,342
12,1.3116,103.86138,2,49,18,0,1887.0,0.0,83,359
12,1.31129,103.86037,2,58,18,0,1887.0,0.0,48,334
4,1.31399,103.88628,3,87,20,0,1887.0,0.0,84,72
4,1.31476,103.88684,3,90,10,5,30.0,1.1537315878891892,84,66
4,1.31498,103.88668,3,85,6,3,21.0,0.8109302162163288,84,71
5,1.29597,103.83417,2,22,90,0,1887.0,0.0,7,235
14,1.27349,103.84357,3,165,28,0,1887.0,0.0,76,364
13,1.32337,103.85358,3,289,30,0,1887.0,0.0,203,365
6,1.3014,103.85085,3,289,14,0,1887.0,0.0,203,365
4,1.3116,103.88731,3,219,3,0,1887.0,0.0,203,327
4,1.31126,103.8852,3,187,3,0,1887.0,0.0,203,327
6,1.30152,103.85117,3,281,3,0,1887.0,0.0,203,249
12,1.3148,103.85809,2,22,2,1,93.0,0.27763173659827955,1,0
13,1.32759,103.84923,3,187,3,0,1887.0,0.0,203,334
12,1.31925,103.86012,3,219,1,6,2.0,1.3862943611198906,2,259
4,1.31588,103.88198,2,39,18,1,57.0,0.412109650826833,48,359
4,1.31128,103.88599,3,237,3,0,1887.0,0.0,113,356
14,1.2735,103.84529,3,136,7,1,67.0,0.3576744442718159,274,0
14,1.2754,103.84705,3,137,7,0,1887.0,0.0,274,0
14,1.27519,103.84359,3,136,7,0,1887.0,0.0,274,0
12,1.30368,103.86274,3,106,14,0,1887.0,0.0,274,0
6,1.30179,103.86121,3,106,7,1,75.0,0.32930374714260047,274,0
4,1.31179,103.88588,3,199,3,1,15.0,0.6931471805599453,113,270
12,1.31839,103.85262,3,301,10,0,1887.0,0.0,203,365
12,1.3165,103.8592,2,22,2,0,1887.0,0.0,1,0
4,1.31528,103.88893,3,175,90,0,1887.0,0.0,4,148
4,1.31756,103.88814,3,169,90,0,1887.0,0.0,2,270
2,1.28399,103.83206,3,111,1,2,14.0,1.0986122886681098,3,326
12,1.3156,103.85602,3,131,20,0,1887.0,0.0,157,365
13,1.3263,103.85025,3,169,20,0,1887.0,0.0,157,365
6,1.31094,103.85361,2,25,2,2,59.0,0.6678293725756554,1,32
13,1.32319,103.85257,3,169,20,0,1887.0,0.0,157,365
4,1.315,103.88769,3,79,7,4,22.0,0.9242589015233319,84,69
4,1.31461,103.88645,3,81,6,2,19.0,1.0986122886681098,84,75
4,1.31482,103.90544,2,51,5,0,1887.0,0.0,10,173
6,1.3011,103.85165,3,232,2,2,23.0,0.4946962418361071,2,50
12,1.3203,103.86262,3,287,20,2,26.0,0.887891257352457,141,365
4,1.31253,103.8875,3,287,3,0,1887.0,0.0,79,327
4,1.3123,103.88734,3,228,3,0,1887.0,0.0,79,327
6,1.30122,103.8499,3,289,3,0,1887.0,0.0,79,249
12,1.3153,103.85755,2,22,2,0,1887.0,0.0,1,0
14,1.2985,103.85678,2,58,2,20,5.0,1.9906103279732201,5,49
10,1.28337,103.84172,2,58,90,1,24.0,0.6931471805599453,112,365
3,1.30603,103.84687,3,199,90,0,1887.0,0.0,1,179
10,1.28306,103.84327,1,36,1,0,1887.0,0.0,6,307
6,1.31082,103.85398,2,24,2,1,75.0,0.32930374714260047,1,30
10,1.28353,103.84458,2,281,1,0,1887.0,0.0,6,365
10,1.28361,103.84294,2,160,1,2,30.0,0.9631743177730056,6,363
10,1.2831,103.84457,1,36,1,0,1887.0,0.0,6,306
6,1.30161,103.85297,2,69,30,0,1887.0,0.0,8,335
6,1.30125,103.85197,2,60,30,1,11.0,0.6931471805599453,8,55
14,1.29704,103.85787,2,64,2,22,11.0,2.1004689088719113,5,9
13,1.31932,103.84732,3,168,3,0,1887.0,0.0,274,362
3,1.3062,103.83477,2,100,90,1,93.0,0.27763173659827955,2,363
12,1.31032,103.85696,3,215,1,0,1887.0,0.0,2,57
14,1.28006,103.85625,2,115,3,8,29.0,1.2919836816486494,1,151
15,1.28781,103.8496,2,106,1,5,32.0,1.0473189942805592,8,339
15,1.28862,103.84868,2,119,1,3,28.0,1.0043016091968684,8,348
6,1.30286,103.85034,2,56,2,5,16.0,1.3862943611198906,1,333
15,1.28925,103.84842,1,56,1,6,15.0,1.091923300517313,8,351
4,1.31238,103.88742,3,237,3,2,39.0,0.5596157879354227,113,365
6,1.31044,103.85425,3,150,2,4,23.0,0.9400072584914712,8,357
6,1.30917,103.85516,2,24,2,1,59.0,0.3987761199573678,1,25
14,1.29863,103.85751,2,57,2,22,7.0,2.1815467646169897,5,31
2,1.28518,103.83064,3,256,3,2,15.0,1.0986122886681098,1,2
4,1.31366,103.89306,3,129,1,2,13.0,0.6043159668533296,1,166
12,1.31687,103.85776,2,22,2,3,53.0,0.7561219797213337,1,0
12,1.31553,103.85804,2,22,2,3,31.0,0.7884573603642703,1,0
6,1.30302,103.85361,2,60,30,0,1887.0,0.0,8,333
12,1.3166,103.85773,2,22,2,3,59.0,0.7466879474879753,1,0
5,1.29486,103.84122,3,268,5,0,1887.0,0.0,28,253
5,1.29732,103.83467,2,35,90,0,1887.0,0.0,7,254
13,1.32655,103.84906,3,168,20,1,74.0,0.32930374714260047,141,365
11,1.31056,103.82572,3,340,4,0,1887.0,0.0,78,239
6,1.30074,103.85176,3,240,1,14,2.0,2.0373166153791646,1,198
14,1.2968,103.85578,2,67,2,24,6.0,2.2375130962503307,5,58
12,1.31091,103.8637,2,49,28,0,1887.0,0.0,48,362
2,1.28414,103.82919,3,185,26,0,1887.0,0.0,34,364
7,1.29724,103.8049,3,385,3,0,1887.0,0.0,34,364
7,1.30406,103.78294,3,281,3,0,1887.0,0.0,34,364
10,1.28296,103.84462,3,219,7,0,1887.0,0.0,34,364
12,1.29565,103.8739,3,168,1,11,0.0,1.6054298910365616,1,108
10,1.28307,103.84367,2,58,18,0,1887.0,0.0,48,350
9,1.32922,103.86847,3,268,5,0,1887.0,0.0,113,362
12,1.31497,103.85921,2,22,2,0,1887.0,0.0,1,0
12,1.31683,103.85736,2,22,2,1,57.0,0.412109650826833,1,0
12,1.2965,103.87055,3,294,5,6,22.0,1.2325602611778486,1,52
13,1.32025,103.84796,2,81,25,0,1887.0,0.0,10,362
6,1.29947,103.85185,3,308,3,0,1887.0,0.0,157,249
12,1.31635,103.85768,2,25,2,1,60.0,0.3920420877760237,1,0
14,1.29867,103.85764,2,75,2,18,3.0,2.128231705849268,5,35
10,1.28492,103.84276,2,79,90,1,19.0,0.6931471805599453,83,356
12,1.31484,103.85886,2,22,2,1,59.0,0.3987761199573678,1,0
14,1.27492,103.84505,3,381,1,11,1.0,1.8050046959780757,5,305
2,1.28417,103.83385,1,40,1,1,33.0,0.6205764877251098,7,358
10,1.28486,103.84297,2,69,90,0,1887.0,0.0,59,332
2,1.28537,103.83328,1,37,1,3,31.0,0.85015092936961,7,363
2,1.28396,103.83167,1,40,1,2,75.0,0.5481214085096876,7,364
4,1.31246,103.88611,3,237,3,1,56.0,0.41871033485818504,113,360
9,1.32991,103.86901,3,287,7,0,1887.0,0.0,203,263
12,1.31463,103.85293,3,199,7,0,1887.0,0.0,113,361
13,1.32484,103.84909,3,319,2,10,16.0,1.5686159179138452,4,326
15,1.29294,103.84138,3,137,20,0,1887.0,0.0,67,365
15,1.29297,103.84182,3,156,20,0,1887.0,0.0,67,348
5,1.29444,103.84196,3,140,19,0,1887.0,0.0,67,365
12,1.31296,103.86001,2,69,18,0,1887.0,0.0,83,332
2,1.28612,103.83365,1,40,1,0,1887.0,0.0,7,359
2,1.28453,103.83169,1,42,1,2,15.0,0.6931471805599453,7,356
12,1.31351,103.85338,3,131,13,0,1887.0,0.0,114,365
17,1.29088,103.84811,3,347,1,8,17.0,1.415853163361435,2,88
11,1.29471,103.82622,2,60,90,0,1887.0,0.0,1,110
14,1.27546,103.84528,2,119,7,0,1887.0,0.0,10,330
5,1.29368,103.83774,3,289,7,0,1887.0,0.0,28,255
6,1.30115,103.84911,3,337,5,0,1887.0,0.0,203,246
2,1.28434,103.83321,1,37,1,1,67.0,0.3576744442718159,7,357
2,1.28447,103.83171,1,40,1,0,1887.0,0.0,7,352
1,1.31289,103.79625,2,81,28,0,1887.0,0.0,14,365
3,1.30634,103.84722,3,110,2,10,14.0,1.665818245870208,38,344
4,1.32073,103.90471,2,81,90,2,51.0,0.6830968447064438,5,169
6,1.3013,103.85283,3,222,2,1,7.0,0.6931471805599453,2,6
16,1.30329,103.83295,3,292,2,0,1887.0,0.0,2,136
17,1.29891,103.84245,3,299,3,11,14.0,1.7544036826842861,1,6
15,1.28694,103.85005,1,99,1,1,64.0,0.371563556432483,8,339
6,1.30011,103.85151,3,287,5,1,59.0,0.3987761199573678,113,291
13,1.32258,103.85258,3,208,7,0,1887.0,0.0,113,365
2,1.28547,103.83451,3,185,15,0,1887.0,0.0,34,364
10,1.27749,103.84238,3,200,7,1,44.0,0.5007752879124892,34,364
2,1.28982,103.82864,3,385,2,0,1887.0,0.0,34,364
13,1.31903,103.84676,3,250,4,1,34.0,0.6043159668533296,34,364
12,1.31862,103.85893,2,219,1,1,30.0,0.6626879730752367,2,169
1,1.34128,103.77221,3,225,5,0,1887.0,0.0,76,364
1,1.34135,103.77132,3,225,5,0,1887.0,0.0,78,364
1,1.34138,103.77256,3,235,5,0,1887.0,0.0,78,364
1,1.3415,103.77278,3,235,5,0,1887.0,0.0,76,364
12,1.31272,103.85832,2,49,18,0,1887.0,0.0,112,360
12,1.31486,103.85788,2,24,2,2,26.0,1.0986122886681098,1,0
9,1.33095,103.86804,3,199,1,1,17.0,0.6931471805599453,1,86
4,1.31561,103.88436,3,126,1,4,17.0,1.0577902941478545,1,107
10,1.2832,103.8455,3,119,5,2,14.0,0.887891257352457,12,365
5,1.29502,103.84154,3,137,20,0,1887.0,0.0,67,365
2,1.27641,103.83673,2,108,3,2,2.0,1.0152306797290584,18,61
2,1.28878,103.82905,2,99,5,1,58.0,0.4054651081081644,18,65
2,1.28993,103.82685,2,99,5,0,1887.0,0.0,18,89
2,1.2881,103.82842,2,99,5,0,1887.0,0.0,18,89
4,1.31298,103.88675,3,300,3,0,1887.0,0.0,203,348
4,1.31111,103.88518,3,228,3,0,1887.0,0.0,203,327
12,1.31665,103.84766,2,50,25,0,1887.0,0.0,10,89
6,1.29973,103.85215,3,150,15,0,1887.0,0.0,157,365
9,1.32906,103.86754,3,300,20,0,1887.0,0.0,67,365
12,1.31641,103.85331,3,187,15,0,1887.0,0.0,157,365
4,1.31086,103.886,3,281,3,0,1887.0,0.0,157,348
5,1.295,103.83932,3,137,2,4,20.0,0.9631743177730056,48,325
5,1.29675,103.84074,3,131,2,2,18.0,0.8458682675776092,27,332
5,1.29604,103.84042,3,136,2,4,21.0,1.2237754316221157,48,337
4,1.3154,103.88746,3,75,28,0,1887.0,0.0,84,82
7,1.29174,103.80776,3,231,3,0,1887.0,0.0,34,364
13,1.31851,103.84885,3,256,6,0,1887.0,0.0,34,364
4,1.31276,103.88516,3,258,3,2,51.0,0.6043159668533296,141,327
3,1.30631,103.83496,2,150,1,6,13.0,1.541159071680806,3,66
13,1.32276,103.8526,3,187,20,0,1887.0,0.0,67,365
4,1.31142,103.88593,3,281,3,0,1887.0,0.0,157,327
4,1.31288,103.88726,3,281,3,0,1887.0,0.0,157,327
4,1.31099,103.88587,3,287,3,0,1887.0,0.0,79,348
4,1.31227,103.88546,3,287,3,0,1887.0,0.0,79,327
4,1.3132,103.88706,3,168,3,0,1887.0,0.0,141,344
4,1.31125,103.88681,3,228,3,0,1887.0,0.0,79,327
4,1.311,103.88546,3,287,3,0,1887.0,0.0,79,353
4,1.31287,103.88741,3,300,3,0,1887.0,0.0,203,353
13,1.32668,103.84631,3,140,20,0,1887.0,0.0,157,365
4,1.31426,103.89649,3,181,2,0,1887.0,0.0,157,45
2,1.26582,103.81531,3,242,2,7,5.0,1.6331544390514163,1,108
12,1.30914,103.86304,1,22,1,2,59.0,0.6780335427498971,109,164
12,1.31631,103.85913,2,25,2,3,20.0,1.3164082336557241,1,2
12,1.31705,103.85745,2,24,2,3,23.0,1.0043016091968684,1,1
12,1.31683,103.85881,3,200,3,0,1887.0,0.0,67,365
5,1.29669,103.83897,3,290,7,0,1887.0,0.0,76,364
12,1.30887,103.86316,1,22,1,1,44.0,0.5007752879124892,109,164
6,1.30167,103.85912,2,181,1,0,1887.0,0.0,4,364
15,1.28811,103.84294,2,94,7,0,1887.0,0.0,2,0
16,1.30469,103.83336,2,110,2,5,0.0,1.501852701754163,2,60
12,1.30745,103.86376,2,110,2,0,1887.0,0.0,1,352
7,1.30474,103.78499,2,56,30,1,56.0,0.41871033485818504,4,358
4,1.31097,103.88592,3,169,1,2,15.0,1.0986122886681098,22,145
7,1.30391,103.7813,2,125,90,0,1887.0,0.0,4,151
12,1.30958,103.85785,2,219,1,1,32.0,0.6312717768418578,3,285
12,1.31711,103.86243,2,86,2,0,1887.0,0.0,2,346
4,1.31174,103.87885,3,300,2,10,9.0,1.7011051009599243,13,224
5,1.2955,103.83858,3,125,2,0,1887.0,0.0,18,334
5,1.29608,103.83861,3,110,12,0,1887.0,0.0,84,81
5,1.2949,103.83872,3,115,5,1,50.0,0.4574248470388755,84,83
5,1.29572,103.83897,3,110,5,1,29.0,0.6931471805599453,84,86
5,1.29667,103.83844,2,93,2,3,50.0,0.85015092936961,27,334
12,1.31065,103.86274,1,22,1,3,18.0,0.9820784724121582,109,163
12,1.31036,103.86201,1,26,1,2,62.0,0.6151856390902335,109,164
12,1.30906,103.86219,1,26,1,0,1887.0,0.0,109,164
12,1.30922,103.86303,1,26,1,2,28.0,0.8329091229351039,109,164
12,1.31004,103.86157,1,26,1,2,39.0,0.8754687373538999,109,164
12,1.30979,103.86306,1,26,1,0,1887.0,0.0,109,164
12,1.31058,103.86303,2,160,1,0,1887.0,0.0,109,164
12,1.32284,103.86283,3,349,3,4,24.0,1.0885619528146082,9,167
12,1.30864,103.8628,2,160,1,1,17.0,0.6931471805599453,109,164
12,1.31,103.86172,2,210,1,0,1887.0,0.0,109,164
12,1.3102,103.86157,2,210,1,0,1887.0,0.0,109,164
5,1.29407,103.83858,3,110,5,0,1887.0,0.0,84,65
3,1.30626,103.84691,2,81,1,1,44.0,0.5007752879124892,64,365
4,1.31276,103.87962,3,187,28,0,1887.0,0.0,114,365
12,1.32791,103.86375,3,199,5,0,1887.0,0.0,113,359
13,1.32772,103.85045,3,181,28,0,1887.0,0.0,114,365
4,1.31313,103.88702,3,260,14,1,15.0,0.6931471805599453,157,365
4,1.31217,103.87793,3,360,2,12,4.0,1.851599469584072,13,237
4,1.31102,103.87928,3,360,2,8,14.0,1.5107219394949425,13,257
4,1.31263,103.87923,3,360,2,10,7.0,1.6770965609079151,13,249
4,1.31033,103.87807,3,360,2,11,6.0,1.791759469228055,13,263
4,1.31035,103.87753,3,360,2,8,2.0,1.57069708411767,13,242
4,1.31236,103.87788,3,360,2,10,7.0,1.791759469228055,13,243
6,1.30127,103.85213,3,249,6,3,15.0,1.3862943611198906,2,0
5,1.29803,103.83607,3,108,4,1,20.0,0.6931471805599453,5,26
12,1.31427,103.85258,2,50,1,0,1887.0,0.0,1,4
2,1.28438,103.83355,3,112,30,0,1887.0,0.0,31,328
2,1.26863,103.8239,2,85,1,5,21.0,1.4655675420143985,1,364
2,1.28441,103.83519,3,112,30,0,1887.0,0.0,31,341
2,1.28619,103.83445,3,112,30,0,1887.0,0.0,31,290
10,1.28424,103.83532,3,112,30,0,1887.0,0.0,31,332
2,1.28503,103.83408,3,119,30,2,0.0,0.8109302162163288,31,330
12,1.31172,103.86001,2,150,1,4,11.0,1.2669476034873244,3,275
2,1.28455,103.83448,3,103,30,0,1887.0,0.0,31,331
2,1.28608,103.83449,3,103,30,0,1887.0,0.0,31,281
2,1.28461,103.8336,3,103,30,0,1887.0,0.0,31,271
2,1.28622,103.83365,3,124,30,0,1887.0,0.0,31,347
2,1.28431,103.83449,3,124,30,1,17.0,0.6931471805599453,31,355
2,1.28201,103.83056,3,125,2,1,56.0,0.41871033485818504,3,312
10,1.28299,103.84157,2,69,18,0,1887.0,0.0,112,356
12,1.3166,103.85888,3,128,4,1,27.0,0.6931471805599453,113,365
3,1.30537,103.83381,2,94,2,12,4.0,1.891604804197771,2,44
6,1.30198,103.85969,2,119,1,0,1887.0,0.0,4,364
2,1.28386,103.83337,2,75,1,2,21.0,0.9321640810304452,30,325
12,1.31269,103.85879,3,160,29,0,1887.0,0.0,12,89
12,1.31255,103.85874,3,124,6,0,1887.0,0.0,12,65
6,1.30334,103.85964,2,94,1,0,1887.0,0.0,4,364
6,1.30302,103.85926,2,65,1,0,1887.0,0.0,4,363
2,1.2854,103.82835,3,175,3,0,1887.0,0.0,78,364
2,1.27803,103.83856,3,94,2,4,27.0,1.1817271953786161,10,65
2,1.28567,103.83304,2,82,1,1,64.0,0.371563556432483,30,292
2,1.278,103.83867,3,94,2,6,20.0,1.3506671834767394,4,62
14,1.29748,103.8575,3,268,2,9,7.0,1.7613002617433464,6,22
12,1.3117,103.85961,2,181,1,0,1887.0,0.0,3,262
15,1.28876,103.84836,1,51,1,1,44.0,0.5007752879124892,8,357
15,1.28784,103.84952,1,75,1,4,19.0,1.208960345836975,8,347
12,1.3163,103.85778,2,24,2,0,1887.0,0.0,1,0
15,1.28879,103.84843,1,75,1,4,17.0,1.332366019094335,8,350
14,1.27464,103.84512,3,162,10,1,13.0,0.6931471805599453,274,14
1,1.34151,103.77177,3,99,4,2,14.0,0.9820784724121582,18,72
14,1.27579,103.8454,3,162,7,0,1887.0,0.0,274,0
12,1.3291,103.86535,3,281,20,0,1887.0,0.0,157,365
10,1.28491,103.84286,2,49,90,0,1887.0,0.0,112,354
12,1.31667,103.85783,2,24,2,2,30.0,0.9820784724121582,1,0
6,1.30143,103.85353,3,381,2,6,15.0,1.665818245870208,3,243
1,1.34189,103.77433,3,99,4,2,11.0,0.9477893989335261,18,77
1,1.34053,103.77286,3,99,4,0,1887.0,0.0,18,80
1,1.34054,103.77416,3,99,4,4,10.0,1.1817271953786161,18,73
14,1.27391,103.84369,3,147,30,0,1887.0,0.0,274,319
4,1.30987,103.87778,3,219,3,0,1887.0,0.0,67,336
4,1.31171,103.87681,3,181,3,0,1887.0,0.0,67,337
4,1.31146,103.87634,3,219,3,0,1887.0,0.0,67,317
4,1.31033,103.87804,3,219,3,0,1887.0,0.0,67,318
4,1.30946,103.87669,3,219,3,0,1887.0,0.0,67,290
4,1.30999,103.87808,3,219,3,0,1887.0,0.0,67,319
4,1.31127,103.87781,3,281,3,0,1887.0,0.0,67,342
4,1.31114,103.87689,3,281,3,0,1887.0,0.0,67,331
4,1.31125,103.87626,3,281,3,0,1887.0,0.0,67,305
4,1.30979,103.87652,3,281,3,0,1887.0,0.0,67,299
4,1.31134,103.87669,3,281,3,0,1887.0,0.0,67,317
4,1.31182,103.87602,3,281,3,0,1887.0,0.0,67,322
4,1.31189,103.88408,3,187,7,4,23.0,1.169381359556317,8,82
12,1.31554,103.85786,2,22,2,1,28.0,0.6931471805599453,1,4
8,1.3042,103.91568,2,44,1,3,3.0,0.9360933591703348,2,170
12,1.31073,103.85623,3,190,2,3,19.0,0.9082585601768908,3,74
4,1.31556,103.88523,2,65,3,1,27.0,0.6931471805599453,1,0
6,1.30889,103.85347,2,24,2,1,23.0,0.6931471805599453,1,0
15,1.29088,103.83775,2,90,3,0,1887.0,0.0,1,61
6,1.30939,103.85543,2,24,2,4,17.0,1.208960345836975,1,0
6,1.30889,103.85512,2,24,2,3,17.0,1.1631508098056809,1,0
9,1.34183,103.84375,2,56,3,0,1887.0,0.0,1,47
12,1.31494,103.85425,2,57,2,0,1887.0,0.0,1,151
14,1.2763,103.84528,3,250,1,11,9.0,1.8718021769015913,5,265
14,1.27691,103.8456,3,350,2,0,1887.0,0.0,2,111
13,1.31801,103.84646,3,140,1,1,17.0,0.6931471805599453,2,9
